iteration,elapsed_seconds,cave_volume_fraction,void_voxel_count,porous_voxel_count,mean_porosity,mean_solid_fraction,mean_effective_permeability,max_effective_permeability,mean_water_flux,max_water_flux,connected_components,largest_component_size
42,4.2672,0.010260416666666666,394,2321,0.09472224496835438,0.9149218467939456,0.13577821338069848,0.7535987626993194,0.00593469412689465,0.09030687361906763,8,132
43,4.3053,0.012291666666666666,472,2348,0.09587933356684919,0.9132055955109369,0.13651754546965114,0.7818689756630407,0.00598301873213088,0.09319651673559178,9,157
44,4.342,0.013723958333333333,527,2385,0.09706076463699811,0.9114599113034259,0.13727300994769573,0.8109633716860396,0.006032596229766755,0.09615336108543786,7,168
45,4.379,0.015416666666666667,592,2417,0.09826408794150168,0.9096951180119955,0.13804296418517895,0.8409038663051424,0.006083558026085565,0.09919208006857427,6,279
46,4.4203,0.016770833333333332,644,2453,0.0994916556778991,0.907915435188494,0.13882890007644852,0.8717073552494262,0.006135747947157753,0.10230368087158534,5,304
47,4.4583,0.01825520833333333,701,2477,0.1007404456106686,0.9061248180896891,0.13962874116227197,0.8928615128685005,0.006189329516919545,0.10550539024172731,4,329
48,4.4959,0.019479166666666665,748,2509,0.1020089240373379,0.9043331960698822,0.14044120766541382,0.8928615128685005,0.006244094979657973,0.10752101449297641,4,350
49,4.5418,0.021145833333333332,812,2542,0.10329850021171294,0.9025505071645848,0.1412674414063221,0.8928615128685005,0.006300049253599075,0.10747494065639006,5,412
50,4.5835,0.022682291666666667,871,2572,0.10460967089817737,0.9007748417498896,0.14210753631006903,0.8928615128685005,0.006357231878510957,0.10754730163895694,3,446
51,4.6187,0.024505208333333334,941,2606,0.10594088659388462,0.8990000300794782,0.14296043141461054,0.8928615128685005,0.006415734420879862,0.10815320191059771,1,941
52,4.6587,0.02625,1008,2642,0.10729479785783899,0.8972197023408097,0.14382782481264017,0.8928615128685005,0.006475494314807494,0.1088488368203101,1,1008
53,4.7037,0.02765625,1062,2671,0.10866658934542367,0.8954379229303346,0.14470629188585274,0.8940803603802774,0.006536618633082076,0.10958081922259097,1,1062
54,4.752,0.0290625,1116,2687,0.11005067704213504,0.893666665192804,0.14559191352260717,0.8940803603802774,0.006598868910869509,0.10995844912192791,1,1116
55,4.7941,0.030286458333333332,1163,2711,0.11144736263853458,0.8919032249555929,0.14648487952127623,0.8940803603802774,0.0066619792410863654,0.11039051723478288,1,1163
56,4.8338,0.031953125,1227,2738,0.11285068013990537,0.8901552877089519,0.1473809052751543,0.8940803603802774,0.00672601276037503,0.11095387651741359,1,1227
57,4.8708,0.0334375,1284,2769,0.1142601175874519,0.8884249084962221,0.14827948614590464,0.8940803603802774,0.00679059452020612,0.1114089459991749,1,1284
58,4.9144,0.03473958333333333,1334,2800,0.11566209153173129,0.8867096438225913,0.14917129678229496,0.8940803603802774,0.006855815042922157,0.111873562633999,1,1334
59,4.9536,0.03598958333333333,1382,2832,0.11706149762385533,0.8850155795091951,0.15005991746704742,0.8940803603802774,0.006921214112972657,0.11239799259085634,1,1382
60,4.9912,0.037421875,1437,2864,0.11846406824524375,0.8833381881469804,0.15094948192160487,0.8940803603802774,0.006986775413671661,0.11292809307050614,1,1437
61,6.712,0.03864583333333333,1484,2900,0.11986723186650967,0.8816738187582405,0.15183823641107183,0.8940803603802774,0.007052916082894391,0.11364198567268197,1,1484
62,6.7491,0.03984375,1530,2922,0.12127410506041585,0.8800247758196669,0.15272819844125768,0.8940803603802774,0.007119331711193196,0.11439527283395082,1,1530
63,6.7883,0.041041666666666664,1576,2951,0.12267629162212491,0.8783917657582164,0.1536136603284973,0.8940803603802774,0.007186040858643228,0.11508762503696511,1,1576
64,6.8345,0.04205729166666667,1615,2978,0.12407227832394555,0.8767800698811341,0.1544939689345042,0.8940803603802774,0.007252541978363778,0.11578875059958962,1,1615
65,6.8765,0.043046875,1653,3002,0.12546338203703614,0.8751808990600173,0.155370064807534,0.8940803603802774,0.007318785891841485,0.11652023503731887,2,1652
66,6.9177,0.04432291666666666,1702,3028,0.12684185459946964,0.8736001529405564,0.15623680527450853,0.8940803603802774,0.007384724415569558,0.11730691830867289,3,1700
67,6.9609,0.045572916666666664,1750,3061,0.12820748621571262,0.872036376004276,0.15709439895151936,0.8940803603802774,0.007449689656442772,0.11796360077713809,2,1749
68,7.0034,0.046484375,1785,3099,0.1295670286155358,0.8704967941948034,0.15794734220973794,0.8940803603802774,0.007514015078198318,0.11863964060172227,1,1785
69,7.0444,0.047421875,1821,3146,0.13091121810627707,0.8689769067018787,0.15878967528914334,0.8940803603802774,0.007578052431032883,0.11933117384049914,2,1820
70,7.0881,0.048359375,1857,3190,0.1322410561236914,0.8674752567014332,0.1596221450133839,0.8940803603802774,0.0076411467379644965,0.12000619028597007,2,1856
71,7.1248,0.04924479166666667,1891,3237,0.13355890020364306,0.8659935684005163,0.16044645788243558,0.8940803603802774,0.00770346685928322,0.12070401318756305,2,1890
72,7.1587,0.050078125,1923,3295,0.13485980268652073,0.8645271718527939,0.16125915764273857,0.8940803603802774,0.007765148413574465,0.12135133383540074,1,1923
73,7.1967,0.05078125,1950,3353,0.1361491359010565,0.8630816861806703,0.16206398750692974,0.8940803603802774,0.007825677411931228,0.12202325597891155,1,1950
74,7.2303,0.051458333333333335,1976,3405,0.1374210086542216,0.8616551065679444,0.16285721996732092,0.8940803603802774,0.007885293241091794,0.12263499531496774,1,1976
75,7.2643,0.05221354166666667,2005,3468,0.13867627203482324,0.8602479407969607,0.16363919365119797,0.8940803603802774,0.007943560794850722,0.12321344815112342,1,2005
76,7.3018,0.052708333333333336,2024,3552,0.1399178548660596,0.8588566528985556,0.16441198394266274,0.8969410799723909,0.008000442663845501,0.12378510883880335,1,2024
77,7.3353,0.05354166666666667,2056,3639,0.14114672034311526,0.8574859790576496,0.16517642437237867,0.8969410799723909,0.00805616977619608,0.12439436583233382,1,2056
78,7.3693,0.0540625,2076,3732,0.14236342653337078,0.8561327056906509,0.16593337474921635,0.8969410799723909,0.008110788651744558,0.12498151906470838,1,2076
79,7.4062,0.054713541666666664,2101,3830,0.14356077331679856,0.8547973621531562,0.1666781773809433,0.8969410799723909,0.008164390559254336,0.12555046879423581,1,2101
80,7.4411,0.05544270833333333,2129,3950,0.1447427806404101,0.8534719798728002,0.16741354470243447,0.8999004112285153,0.008216564365077608,0.12612057223483636,1,2129
