area_m2,aspect_ratio,centroid_horizontal_offset_norm,centroid_vertical_norm,compactness,equivalent_radius_m,floor_residual_norm,height_m,perimeter_m,reference_cave_id,reference_section_id,relative_path,roof_asymmetry_norm,solidity,width_m
94.73161643867206,0.6354171920322177,0.012059705057411324,0.5025128053673045,0.7734697766428394,5.491266706926574,0.055130045175597706,13.510187144455493,39.23112225194125,AU.QLD.01 Barkers Cave 2,cross-section_1,AU.QLD.01 Barkers Cave 2/cross-section_1.txt,0.014005933391363202,0.9565892560945362,8.584605179159675
75.83336340005917,1.3096653041229442,0.002457751534188766,0.5081542690715892,0.8128094889165457,4.913095691395281,0.0472210217714479,8.681267665412356,34.240548161097536,AU.QLD.01 Barkers Cave 2,cross-section_2,AU.QLD.01 Barkers Cave 2/cross-section_2.txt,0.009009186207155932,0.9376484785764619,11.369555057194956
99.2643719803475,1.3929336002820536,0.05190850276450951,0.44276162228044125,0.8322801836179273,5.621105847355116,0.04521471226564975,9.733142207672378,38.71389381053289,AU.QLD.01 Barkers Cave 2,cross-section_3,AU.QLD.01 Barkers Cave 2/cross-section_3.txt,0.03166904953056423,0.9765055577682406,13.557620817390301
147.06146696776653,1.6058294100076884,0.009040038559178702,0.468371035293987,0.8770205315370065,6.841865155973995,0.05805365534082423,10.97148354073894,45.90389089302286,AU.QLD.01 Barkers Cave 2,cross-section_4,AU.QLD.01 Barkers Cave 2/cross-section_4.txt,0.005484000303799467,0.9850541752939783,17.618330941133877
164.00357990923658,2.1038128916448833,0.0067064369367482845,0.41571903288870726,0.7203351753590735,7.225230851304566,0.0416167372505838,10.11158451786125,53.48897610810343,AU.QLD.01 Barkers Cave 2,cross-section_5,AU.QLD.01 Barkers Cave 2/cross-section_5.txt,0.006286149298600954,0.9919130580492007,21.27288186363331
90.79059204891382,1.5779178799299627,0.014857731707581416,0.4788869060450167,0.6639477374188536,5.375829519399655,0.05514701662204674,9.500459876390387,41.453233092608464,AU.QLD.01 Barkers Cave 2,cross-section_6,AU.QLD.01 Barkers Cave 2/cross-section_6.txt,0.009648880884037,0.8723764043066267,14.990945506513595
68.14533281384502,2.0906826972093926,0.030256878546489157,0.4422432223085799,0.7241068108124834,4.657395530973458,0.04427598665629763,6.47185779551716,34.3891684355526,AU.VIC.02 Darcy Cave,cross-section_1,AU.VIC.02 Darcy Cave/cross-section_1.txt,0.014248538461725935,0.9896639919283863,13.53060111188745
71.33884619855962,2.1577137955312433,0.015316306231826964,0.43618898603300776,0.7092521072010071,4.765276488719879,0.03994828622763828,6.527616408553321,35.552296164507105,AU.VIC.02 Darcy Cave,cross-section_2,AU.VIC.02 Darcy Cave/cross-section_2.txt,0.00509459520703838,0.9886881620528408,14.084727976671608
66.87527420966944,2.2887253819073887,0.023617608925888982,0.4409650846522972,0.6861785768618727,4.613790298896307,0.040373480907824756,6.185897406730717,34.99605919627333,AU.VIC.02 Darcy Cave,cross-section_3,AU.VIC.02 Darcy Cave/cross-section_3.txt,0.014052999240652626,0.9847276607683603,14.157820404659686
71.03749464495195,2.4290945733819935,0.013518868175025943,0.44080502292459706,0.6631512035417091,4.755201029947766,0.034053631724302154,6.23777545116414,36.689557092588906,AU.VIC.02 Darcy Cave,cross-section_4,AU.VIC.02 Darcy Cave/cross-section_4.txt,0.005116340164816011,0.9831436467297193,15.152146498398228
74.86056081141578,2.553178188533126,0.0002594313783148354,0.413703342801735,0.6189430664610376,4.881480983424651,0.03873500467779859,6.498407159800372,38.98577024457957,AU.VIC.02 Darcy Cave,cross-section_5,AU.VIC.02 Darcy Cave/cross-section_5.txt,0.004462129175760388,0.9797457448665007,16.59159142060981
87.11602593958378,2.764447096388732,0.02074761960244457,0.4476397512936745,0.628987160882104,5.2659179922985,0.032561914672677716,6.355330116373096,41.71892119302594,AU.VIC.02 Darcy Cave,cross-section_6,AU.VIC.02 Darcy Cave/cross-section_6.txt,0.004854213187231714,0.983824288601905,17.56897388679947
88.39370622963861,2.605044091057154,0.018959208077507127,0.4339657054096302,0.6476187916506995,5.304393515692411,0.04060617615405385,6.698718490067153,41.41482998571247,AU.VIC.02 Darcy Cave,cross-section_7,AU.VIC.02 Darcy Cave/cross-section_7.txt,0.005499419017031193,0.9869491109595979,17.450457020204738
70.45087274179468,2.9771149455256394,0.006849483446801024,0.45219397710577897,0.6043298101794919,4.735526294298173,0.033441404965685505,5.536070518352421,38.27463977620899,AU.VIC.02 Darcy Cave,cross-section_8,AU.VIC.02 Darcy Cave/cross-section_8.txt,0.002847257817656884,0.9849850419945324,16.481518279670865
58.152151893074404,2.2101688047962735,0.005873867967044656,0.4189192863575233,0.6885557430616308,4.302372002794159,0.03802644552147399,6.010416729640564,32.57753909487245,AU.VIC.02 Darcy Cave,cross-section_9,AU.VIC.02 Darcy Cave/cross-section_9.txt,0.005985007660696677,0.9866854928033175,13.284035559677214
39.4499473394678,2.4111792765415743,0.007312938775759094,0.4315823025718539,0.6772441317766813,3.543629248042539,0.0373829244695436,4.643211528152846,27.05549727600013,AU.VIC.02 Darcy Cave,cross-section_10,AU.VIC.02 Darcy Cave/cross-section_10.txt,0.0029963563806669822,0.9904312175940982,11.195615413281077
32.860401775140986,2.8827672713652017,0.019016670882453107,0.43805905034361065,0.5848002516750961,3.234159975789503,0.031077973258530716,4.019622453384588,26.572816662569736,AU.VIC.02 Darcy Cave,cross-section_11,AU.VIC.02 Darcy Cave/cross-section_11.txt,0.011554752479346767,0.9720298837301682,11.587636051861786
33.91855636416767,2.731976621468652,0.042829464111768675,0.40525702955105497,0.5931331323788731,3.2858198087839052,0.041300713132565656,4.20831661031543,26.806957118577316,AU.VIC.02 Darcy Cave,cross-section_12,AU.VIC.02 Darcy Cave/cross-section_12.txt,0.023732609201744432,0.9859937499991641,11.497022595119958
38.491136496770196,3.638320137170556,0.011041051863620683,0.41646917615996665,0.5102293382168694,3.500301312368933,0.03433707222404333,3.8436134257029835,30.789496411881256,AU.VIC.02 Darcy Cave,cross-section_13,AU.VIC.02 Darcy Cave/cross-section_13.txt,0.007589954807207802,0.9918075118852723,13.98429612623427
47.34518844175909,3.5528557233176676,0.0019950126277941327,0.42338231943512383,0.524165258145336,3.882066658913324,0.03593886602336393,4.299078846323155,33.69059961970629,AU.VIC.02 Darcy Cave,cross-section_14,AU.VIC.02 Darcy Cave/cross-section_14.txt,0.0024952735521342625,0.9879966705272831,15.274006884153138
35.46569274840658,4.99130224096469,0.013444521977714527,0.427371633891963,0.3855125314358144,3.3599227107441907,0.028020057974261884,3.2316139753063595,34.00086029653061,AU.VIC.02 Darcy Cave,cross-section_15,AU.VIC.02 Darcy Cave/cross-section_15.txt,0.008978366939085686,0.964642770407987,16.129962076879444
27.209686747795786,3.8032288856065994,0.02916397492125369,0.4183992671258831,0.49075502706123,2.942976773912338,0.03286056656689158,3.1878004357151895,26.39576933311589,AU.VIC.02 Darcy Cave,cross-section_16,AU.VIC.02 Darcy Cave/cross-section_16.txt,0.002809367103089715,0.987458218388459,12.123934698661312
79.5059113837615,1.2177949326619883,0.013645287389881324,0.46376008673478475,0.7672767064123966,5.030657770461401,0.05121865870808996,9.358677046927259,36.08516000064298,AU.VIC.04 Porndon Arch Cave,cross-section_1,AU.VIC.04 Porndon Arch Cave/cross-section_1.txt,0.006405508389296504,0.9421071105716257,11.396949484168077
