anastomosis_count,branch_persistence_diameters_median,branch_persistence_length_median_m,breakout_event_count,centerline_displacement_mean_m,centerline_displacement_mean_passage_widths,centerline_displacement_p95_m,chamber_count,coalescence_flux_return_ratio,condition_id,connected_component_count,cyclomatic_number,distinct_z_level_count,edge_count,elapsed_s,emplacement_phase_count,entries_without_exit_path_count,experiment_name,experiment_schema_version,failure_reason,git_commit,git_dirty,independent_braid_or_island_count,input_dataset_id,input_dataset_sha256_or_version,lava_age_monotonicity_violation_count,length_weighted_mean_sinuosity,lobe_path_count,main_route_length_m,max_absolute_flux_conservation_residual,max_branch_factor,max_relative_flux_conservation_residual,mean_branch_factor,mean_branch_flux_fraction,mean_breakout_score,merge_junction_count,model_schema_version,network_density,node_count,platform,process_chamber_segment_count,provenance_sha256,python_version,resolved_config_sha256,retired_lobe_count,routing_enabled,run_id,seed,sinuosity_p95,source_count,source_unreachable_node_count,split_junction_count,split_merge_nodes_exceeding_tolerance,split_merge_region_count,stacked_segment_count,started_at_utc,status,temperature_monotonicity_violation_count,terminal_count,total_centerline_length_m,underpass_count,vertical_capture_count,vertically_overlapping_xy_passage_count,zero_flux_segment_count
11,9.766999502954508,87.88528419543745,12,12.168210322449413,1.4251015604264257,52.75376240524245,7,0.656511811820813,unconditioned,1,17,2,63,27.933218696009135,5,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0707075238366877,12,5280.556041199987,4.440892098500626e-16,2,2.2291453294961623e-16,2.0,0.37015629341973155,3.3158679775723434,21,1,3.0,47,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,a09e0f299f74a2a5af5f604757f2fe57e06e27b7d303ae49544a1b98c576789c,2,False,seed-000020-unconditioned,20,1.2580743085957455,8,0,19,0,21,6,2026-09-07T09:25:23.286651+00:00,complete,0,10,9181.078416391016,0,6,16,0
11,9.073118830332405,89.56158704799414,13,0.0,0.0,0.0,11,0.5358731283475372,full,1,12,3,62,27.97919587700744,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,13,,,0,1.0267506327566365,13,4680.708397557148,1.7763568394002505e-15,2,3.376569106552194e-16,2.0,0.3985724139778649,3.632496507221703,18,1,3.0,51,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,6,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,66fd6f865abbbb76cbafaacddf271b1592ee7b25e22d39cd97c5005d3dc770e9,3,True,seed-000021-full,21,1.1142081792026624,8,0,15,0,21,6,2026-09-07T09:22:34.390436+00:00,complete,0,12,9030.183924605031,0,6,18,0
11,11.071421759527631,88.36935843122023,14,1.7169226936393966,0.1847323306760741,7.524646573952832,12,0.5210171867873117,no_capacity,1,12,3,64,28.00997032399755,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.0316287296278244,14,4720.318816968226,4.440892098500626e-16,2,2.442693153638852e-16,2.0,0.3661608509796606,3.5696314168911116,18,1,3.0,53,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,7,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,e90a59325860c3633f2cc62100905c8086537b7ed5812f5c6c59002bbceebc3f,5,True,seed-000021-no_capacity,21,1.1846408767754915,8,0,16,0,20,7,2026-09-07T09:24:26.283725+00:00,complete,0,13,9136.753352120686,0,7,19,0
11,10.940793373027386,89.53931751409594,13,2.466987725480528,0.2654355923919087,16.29097464619475,10,0.5135819203011807,no_cover,1,12,3,62,27.787590411986457,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,13,,,0,1.0313221261363261,13,4726.070757750157,8.881784197001252e-16,2,2.407221137441364e-16,2.0,0.3690651885838685,3.6847767762053563,18,1,3.0,51,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,6,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,9a61910416188399c7c5e4c06e68a73a66bf75f1d4be5586f4087d247f309368,4,True,seed-000021-no_cover,21,1.1878547103927362,8,0,15,0,20,7,2026-09-07T09:23:30.593828+00:00,complete,0,12,8999.847237707148,0,7,19,0
11,10.06519697757627,92.00196193320217,14,4.538860510340145,0.4883587850489639,24.864444513527644,13,0.5568960825043819,no_fracture,1,13,3,66,27.902239065995673,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.0312042830438046,14,4708.448363610774,8.881784197001252e-16,2,2.3171401387918572e-16,2.0,0.37798334657577454,3.357778917658965,19,1,3.0,54,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,6,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,46d7464b912fd5f02ada32eb74ad2878b454c14937f35c436121a8332defa25d,4,True,seed-000021-no_fracture,21,1.1481227491442478,8,0,17,0,19,6,2026-09-07T09:23:58.381451+00:00,complete,0,13,9043.221010790985,0,5,17,0
11,11.324563875261486,99.9094816378493,14,11.452562571508182,1.2322386930326337,41.0148601055147,9,0.49041067445571,no_slope,1,13,3,64,28.224126610002713,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.0359299091773473,14,5187.657135817629,4.440892098500626e-16,2,2.3754751341852744e-16,2.0,0.35120006963554423,3.96884953374704,18,1,3.0,52,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,7338ad5ad99eb5d3cc5ce2002cd8aeee27acb7f871a8fc73d07d31427c8951f6,5,True,seed-000021-no_slope,21,1.1830819542764552,8,0,17,0,21,5,2026-09-07T09:23:02.369668+00:00,complete,0,13,10227.644791908053,0,5,15,0
11,9.937755665149657,91.91445783031466,15,5.676798543592591,0.6107952499092876,31.123956899120852,9,0.5381551203386865,no_stability,1,12,3,66,28.25395928299986,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,15,,,0,1.0370354113799498,15,4677.164071307322,1.7763568394002505e-15,2,2.3322474399149227e-16,2.0,0.3685751112161516,3.736411082437863,18,1,3.0,55,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,3c7d7d4d5d18231fba93ccffac18b3ab048a59213a8b96511901d50842b282e5,5,True,seed-000021-no_stability,21,1.1418153185026934,8,0,17,0,20,6,2026-09-07T09:24:54.293730+00:00,complete,0,14,9487.973065303015,0,5,17,0
9,12.600354610683848,114.94221204051397,14,9.59464858292783,1.0323364012301965,49.03447233408585,8,0.5148600821662351,unconditioned,1,10,3,56,28.315282099996693,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.0266857448279543,14,4640.945766743662,4.440892098500626e-16,2,2.2196169181347817e-16,2.0,0.41026767002498893,3.464809750853502,15,1,3.0,47,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,dc9cc7a58643526d8846f0e95bacf4899bf4a9f57e49b25659202e339561d28c,6,False,seed-000021-unconditioned,21,1.1382777580160501,8,0,16,0,16,6,2026-09-07T09:25:22.547724+00:00,complete,0,15,9685.451843096678,0,5,15,0
13,9.193930251816067,91.93930251816067,12,0.0,0.0,0.0,14,0.7090295303166373,full,1,16,2,61,28.19284709900967,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0677983747290605,12,5534.598541048631,4.440892098500626e-16,2,2.039423068815475e-16,2.0,0.3195559008620242,3.542152253971721,21,1,3.0,46,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,7,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,34835a02142068b93bdd41c13f9bc0efaf7079deecbe578722076ed5ad623697,1,True,seed-000022-full,22,1.179076363440727,8,0,17,0,24,7,2026-09-07T09:22:41.805363+00:00,complete,0,10,10192.172279790995,0,6,18,0
10,10.068655840834376,90.24919809627194,13,8.341994323882936,0.8675751373356813,52.70472778688082,11,0.455850942113339,no_capacity,1,13,3,60,28.754452486988157,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,13,,,0,1.0638691083363483,13,5505.246183588259,1.7763568394002505e-15,2,2.2204460492503126e-16,2.0,0.31175376461858784,3.3156583105202517,18,1,3.0,48,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,7,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,f1b7bd8c36de9b152677fe6f8dabb7c7540013102bd2c28a28476efe9d63e06a,5,True,seed-000022-no_capacity,22,1.1774989691763451,8,0,18,0,17,7,2026-09-07T09:24:35.170937+00:00,complete,0,14,10227.613661926713,0,5,17,0
12,9.027732286133823,90.27732286133823,11,7.236317903278346,0.7525837653434324,40.52665907896733,16,0.6706690962089015,no_cover,1,15,3,58,28.406052275997354,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,11,,,0,1.062533522975511,11,5524.406275887094,8.881784197001252e-16,2,1.1417242841252606e-16,2.0,0.32211618075862575,3.3048333915188524,20,1,3.0,44,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,8,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,95eb37df6ee1c42724b8ce627ae5592816b60753cbfb053e51c963766519f07a,1,True,seed-000022-no_cover,22,1.148747817699585,8,0,16,0,22,6,2026-09-07T09:23:38.502841+00:00,complete,0,10,9712.293371499765,0,5,15,0
11,9.67838603339011,96.7838603339011,9,8.382525690362195,0.8717904369959762,34.947921189780764,13,0.72,no_fracture,1,14,2,54,28.261973893007962,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,9,,,0,1.063014271835733,9,5512.400801729529,8.881784197001252e-16,2,3.3461466795160194e-16,2.0,0.33089217426693246,3.4107475121753215,19,1,3.0,41,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,8,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,a8eb3f522fe36c7ab3a3881de274914f7878a9a58823600cca35c9661f76570e,0,True,seed-000022-no_fracture,22,1.1730438241826082,8,0,14,0,19,6,2026-09-07T09:24:06.908927+00:00,complete,0,9,8946.427810064928,0,6,16,0
10,9.025414260800178,90.25414260800177,12,8.020624720082504,0.8341524008379543,49.46951048917019,10,0.5830872904830929,no_slope,1,11,3,55,28.504553372011287,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.065558105637328,12,5455.894548917677,2.6645352591003757e-15,2,3.3306690738754706e-16,2.0,0.33358699234808786,3.3915121241033206,16,1,3.0,45,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,9a833dafa0e63a334dffcae6644224787a657db301bed476f78da4c1d74d9c60,5,True,seed-000022-no_slope,22,1.146653414159153,8,0,15,0,18,8,2026-09-07T09:23:09.998249+00:00,complete,0,13,10174.263973793653,0,5,19,0
12,10.098657215557079,93.86913970633228,12,7.657864538729775,0.7964250059324016,51.31627507722298,14,0.6635761940790602,no_stability,1,15,3,60,28.310323156008963,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0578249085177418,12,5495.56502380658,1.7763568394002505e-15,2,2.220446049250313e-16,2.0,0.3557014964568676,3.6294766521590756,20,1,3.0,46,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,8,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,df2bc1beaed8024e9ac044f05df11cfeae59c09339104ee767348767095e4014,3,True,seed-000022-no_stability,22,1.1289131077670862,8,0,17,0,22,6,2026-09-07T09:25:03.925426+00:00,complete,0,11,9847.595477803277,0,5,16,0
9,9.90811628243256,96.87715572085696,11,14.070567316141725,1.4633520352253733,85.67727895473384,12,0.4849842441276305,unconditioned,1,17,3,64,28.338154594996013,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,11,,,0,1.0348249877407567,11,5466.377715323917,1.7763568394002505e-15,2,2.220446049250314e-16,2.0,0.34817956443401576,3.2740564760183277,20,1,3.0,48,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,6,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,f25753d233147d5167f16817e03cc9a9a16545efcbebd00e43018e4d99146a49,4,False,seed-000022-unconditioned,22,1.1279289825002765,8,0,20,0,18,6,2026-09-07T09:25:32.235785+00:00,complete,0,11,9582.093733739428,0,5,15,0
8,9.553249391087238,95.5324939108724,7,0.0,0.0,0.0,9,0.72,full,1,13,3,50,28.184172620996833,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,7,,,0,1.0463583899515572,7,5370.598325064115,1.7763568394002505e-15,2,2.2204460492503126e-16,2.0,0.3632299870997384,3.6491164324431478,18,1,3.0,38,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,85708cffc3cc5a4140f733290f08e3b32d67335bb342306c410774378a062a1f,0,True,seed-000023-full,23,1.144711137795731,8,0,13,0,15,5,2026-09-07T09:22:52.875100+00:00,complete,0,9,8653.692945877085,0,5,13,0
7,8.834572972412982,88.34572972412982,7,1.9336975043606799,0.2028953881815487,10.056881950031224,8,0.6841316032458388,no_capacity,1,12,3,48,28.558253687020624,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,7,,,0,1.0367638317199945,7,5326.1399263387975,8.881784197001252e-16,2,2.0841080336901062e-16,2.0,0.34658793285480327,3.876108767358221,17,1,3.0,37,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,5c40a9513b432b24fdccf93fe1f0d0b08f322a49ba33efafde50423332ace3d8,1,True,seed-000023-no_capacity,23,1.1109077561934326,8,0,13,0,12,5,2026-09-07T09:24:46.963036+00:00,complete,0,10,8496.557650246847,0,5,13,0
7,8.561384541402898,85.61384541402897,7,4.89937313266997,0.5140722431288344,10.717605675887247,9,0.5942002953500719,no_cover,1,12,3,49,28.907091142988065,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,7,,,0,1.0403481360179179,7,5323.43473622166,8.881784197001252e-16,2,2.316176457531023e-16,2.0,0.3506830917718676,3.4245899933336728,17,1,3.0,38,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,5870eafbb08407b64ad140145e73a93aeee5b692764545bc9c5d6b35995d29fb,1,True,seed-000023-no_cover,23,1.1055204097435143,8,0,13,0,13,5,2026-09-07T09:23:49.502502+00:00,complete,0,10,9357.209511602108,0,5,13,0
9,11.403537696323157,114.03537696323157,10,5.98486633334121,0.6279688395830143,23.691569354198723,11,0.5995460648809292,no_fracture,1,14,3,57,28.55337100799079,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,10,,,0,1.057367231841883,10,5390.2628273428,1.7763568394002505e-15,2,2.220446049250313e-16,2.0,0.27294348476352537,3.4706074940742426,19,1,3.0,44,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,6,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,f9630de05877a6bc6fb8ee621570adc921381666607d95a5e3c52a5c297917f1,2,True,seed-000023-no_fracture,23,1.216580227243595,8,0,16,0,17,7,2026-09-07T09:24:18.409630+00:00,complete,0,11,9355.817906292514,0,7,19,0
7,8.167880543489867,81.67880543489866,7,6.211339006821815,0.6517317398788144,23.68068570304096,9,0.6974569325706718,no_slope,1,13,2,57,28.443156202993123,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,7,,,0,1.0397231019147437,7,5298.227166388081,8.881784197001252e-16,2,2.0382637246815298e-16,2.0,0.3615917512985007,3.189552446187736,18,1,3.0,45,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,39c2b7ba4bf94fbafa76a41a7a1a23325dbd5cdcaabe7ca4b27351a6fd2e1409,1,True,seed-000023-no_slope,23,1.1176224819934104,8,0,14,0,13,6,2026-09-07T09:23:21.059309+00:00,complete,0,10,9098.16234762169,0,6,16,0
7,8.474289743340615,84.74289743340614,8,5.4117945294842995,0.5678386352272452,23.07979211556072,8,0.6594609832951998,no_stability,1,12,2,50,28.59665539400885,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,8,,,0,1.0453760012997941,8,5322.038486955669,8.881784197001252e-16,2,2.109963221830614e-16,2.0,0.34765240152152443,3.5717757191344988,17,1,3.0,39,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,7c23bd9925a29d18d8dee9ce5626b1d78ff22f72bf0cde157c575dc63ec438eb,2,True,seed-000023-no_stability,23,1.156326317472495,8,0,14,0,12,5,2026-09-07T09:25:15.521323+00:00,complete,0,11,9181.173011851768,0,5,13,0
8,10.079410234894775,100.79410234894775,8,6.069438159673907,0.636842633697295,33.05888568558361,8,0.6486573378536259,unconditioned,1,13,3,52,28.50000917998841,3,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,8,,,0,1.0443245083963313,8,5318.17076277741,8.881784197001252e-16,2,1.931898126404292e-16,2.0,0.30888697605661974,3.67443259330181,18,1,3.0,40,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,528b6fe00ce78bc41959b564f0f2e3aae9a72363d6d7df29ce1afee9ae0fe4a1,1,False,seed-000023-unconditioned,23,1.194510534834378,8,0,14,0,14,4,2026-09-07T09:25:44.118012+00:00,complete,0,10,8478.904735622173,0,4,12,0
10,10.234276544512333,93.45387744420685,14,0.0,0.0,0.0,9,0.5179010266967309,full,1,14,3,62,28.492143786977977,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.063764942138287,14,5494.940527449918,1.7763568394002505e-15,2,3.437647842399681e-16,2.0,0.35282620753335875,3.558900595815706,19,1,3.0,49,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,1a7ff8f3173179d3835d6d2ce3eaea4c11edc623237d5ae6f3720f30b0420e85,5,True,seed-000024-full,24,1.158338531960507,8,0,19,0,18,5,2026-09-07T09:25:50.863344+00:00,complete,0,14,11022.1424061497,0,3,13,0
7,9.170708028193895,82.93841516151014,12,16.763854510553898,1.9203549902493924,79.92470614294284,7,0.45649848736119764,no_capacity,1,8,3,49,28.238340218988014,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0549833914504545,12,5528.114342827419,8.881784197001252e-16,2,2.2294503380411513e-16,2.0,0.33208880058824747,3.1021847599513426,13,1,3.0,42,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,938f9a4eee104d60220f60bc263d95e3406ce562d519ce8ee64a5b86bf8ce8eb,6,True,seed-000024-no_capacity,24,1.1827473214139839,8,0,14,0,12,5,2026-09-07T09:27:43.768568+00:00,complete,0,15,11496.291869064022,0,3,13,0
9,9.608876171383292,88.16616053943947,13,9.458368973565587,1.083487454903148,52.645864744311595,9,0.4293635108088632,no_cover,1,10,3,53,28.150314272003016,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,13,,,0,1.0613591777373557,13,5529.177261654826,8.881784197001252e-16,2,2.2188377652217048e-16,2.0,0.31783054516513276,3.4188725134833984,15,1,3.0,44,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,ac536ca1866166bc508397c2731236dd29f736490af4d5c2939a367742552654,5,True,seed-000024-no_cover,24,1.1743952868688343,8,0,15,0,16,6,2026-09-07T09:26:47.335397+00:00,complete,0,14,11475.064660848275,0,3,15,0
7,10.119123135100379,90.50738930248693,12,11.809958086495273,1.3528697670192327,54.62120230651245,9,0.42241132596201686,no_fracture,1,8,3,49,28.28278439101996,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0506836740456582,12,5480.321192317433,4.440892098500626e-16,2,2.0038284099541543e-16,2.0,0.3378270356850952,2.9348737834324363,13,1,3.0,42,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,619623cc51aa76ba53ab20c066b227a3460d4ff6108de0f329be2a46c117343f,6,True,seed-000024-no_fracture,24,1.0959436536315856,8,0,14,0,13,7,2026-09-07T09:27:15.485745+00:00,complete,0,15,10675.968993187478,0,4,16,0
7,11.177431072868387,105.53215573539535,14,11.486632962162618,1.3158318044436015,56.80637736197141,8,0.39697006032030807,no_slope,1,7,3,54,27.97983757298789,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.057573161378943,14,5432.654492344258,1.7763568394002505e-15,2,3.6756784580183635e-16,2.0,0.3600478709900818,3.12267717520182,12,1,3.0,48,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,aebf392c38b0f0bf6171733dd1ad1b006b6c0b6958e988d684a557fe78759545,8,True,seed-000024-no_slope,24,1.1163252672172668,8,0,15,0,12,7,2026-09-07T09:26:19.355525+00:00,complete,0,17,12028.560089809154,0,4,16,0
9,10.28887263794549,95.95020213387377,14,3.6855939552924517,0.42219697979501264,29.60109625235077,9,0.49411100188400564,no_stability,1,14,3,61,27.961419106984977,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.057552546037533,14,5488.898525827239,1.7763568394002505e-15,2,2.2204460492503136e-16,2.0,0.35356001433756523,3.6128292743213604,19,1,3.0,48,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,86b51634bf8c7c854b1d57d1845048e2b4bb4d2ddc0bf128b60ec9bc4ac42617,5,True,seed-000024-no_stability,24,1.2156441104680915,8,0,19,0,18,5,2026-09-07T09:28:12.006942+00:00,complete,0,14,11277.676128565314,0,3,13,0
8,11.437884903335634,101.75337391065335,11,14.395479939229913,1.6490498483467082,60.894932678833655,7,0.5170885411788001,unconditioned,1,15,3,72,28.233478797017597,4,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,11,,,0,1.0744273148080536,11,5497.122414384262,1.7763568394002505e-15,2,2.2204460492503126e-16,2.0,0.3875026047939745,3.326272504692344,20,1,3.0,58,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,04551d6d6fe0231744f97988a03231d861de915ceac5d4ec926bf6192090abbf,4,False,seed-000024-unconditioned,24,1.1543619602874227,8,0,19,0,15,7,2026-09-07T09:28:39.968395+00:00,complete,0,13,10723.134849832326,0,5,17,0
13,9.382574325597972,93.82574325597972,14,0.0,0.0,0.0,8,0.6084570773691965,full,1,16,3,66,27.891660226974636,5,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,14,,,0,1.0473983066905526,14,5399.755564201976,8.881784197001252e-16,2,2.22368818976063e-16,2.0,0.3248599384435306,3.41312802428978,21,1,3.0,51,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,4,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,7eeee50c99fdba5391d140a90095f47a485cbbbb22dbee1b4549f9eaa76f2d77,3,True,seed-000025-full,25,1.259789088507951,8,0,19,0,24,7,2026-09-07T09:25:51.220281+00:00,complete,0,12,9477.427171840283,0,4,18,0
11,7.8664834453165495,58.049033400277835,12,12.387198184957922,1.3437786787051487,87.46071257557256,9,0.46747142053660723,no_capacity,1,13,2,59,28.094769177987473,5,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,12,,,0,1.0394816207216337,12,5302.07831906535,8.881784197001252e-16,2,2.880825461312221e-16,2.0,0.33392013477812443,3.6604656404619917,18,1,3.0,47,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,5,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,b27a15ee35ba54a28a4888cdd71f23ef52359cf1c27e7070a4a08998c329cc74,5,True,seed-000025-no_capacity,25,1.1036446068909147,8,0,17,0,19,7,2026-09-07T09:27:43.864858+00:00,complete,0,13,10965.956986736273,0,3,15,0
11,9.39813216331867,91.58125020643327,16,10.886630316299643,1.1809952084042032,53.04692022953073,6,0.4950761892075366,no_cover,1,15,3,68,28.4064193549857,5,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,16,,,0,1.0536759203091544,16,5365.132083993869,1.7763568394002505e-15,2,2.256220096747167e-16,2.0,0.34575368808347173,3.7531289926915408,20,1,3.0,54,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,2,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,61a0a5dc13b29dc64e1f6c8e5204dbe5f79f0ed72f0838884dbd2f78705dfede,7,True,seed-000025-no_cover,25,1.2054913107105576,8,0,21,0,22,8,2026-09-07T09:26:47.398740+00:00,complete,0,15,10581.30380035184,0,4,18,0
10,10.653233749887098,92.11934625180851,13,22.336328114214044,2.4230726781211316,125.00636371768724,7,0.369330597644459,no_fracture,1,12,2,61,28.059628435992636,5,0,host_ablation,1,,0961a66e7c3e92f4f15d5866cfce224a85fff691,True,13,,,0,1.0399591277280231,13,5405.784838040843,8.881784197001252e-16,2,2.111401142289178e-16,2.0,0.3658389517504604,3.6558716452809494,18,1,3.0,50,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,2,576e1c44642399c739b07c613e5e1158a56e52421ec644bc76e0b493b58fb606,3.13.5,308262dd08cc17c9d74e05cc511cec4b27a58c8c9351c01c9b8e8ea430cee6d3,5,True,seed-000025-no_fracture,25,1.1392079043556078,8,0,17,0,19,7,2026-09-07T09:27:15.805194+00:00,complete,0,14,10217.399198368843,0,5,17,0
